device_code,device_name_en,include_in_MEMMS,observations,device_description_en,device_description_fr,device_name_fr
-20357,Ground Connection Electric Receptacles,No,Retired concept,,,
-20356,Locking Electrical Outlets,No,Retired concept,,,
-20355,Locking Electrical Sockets,No,Retired concept,,,
-20354,Locking Electric Receptacles,No,Retired concept,,,
-20353,"Surgical Spatulas, Laparoscopic",No,Retired concept,,,
-20352,Laparoscopic Surgery Spatulas,No,Retired concept,,,
-20351,"Plugs, Occlusion, Lacrimal Punctum",No,Retired concept,,,
-20350,"Plugs, Lacrimal Punctum",No,Retired concept,,,
-20349,"Warmers, Radiant, Infant Transport",No,Retired concept,,,
-20348,"Patient Cooling Units, Circulating Fluid",No,Retired concept,,,
-20347,Operating Room Personnel Cooling Clothing,No,Retired concept,,,
-20346,"Patient Warming Units, Conductive Layer",No,Retired concept,,,
-20345,Conductive Layer Patient Warming Units,No,Retired concept,,,
-20344,Infant Conductive Layer Patient Warming Units,No,Retired concept,,,
-20343,"Conductive Layer Patient Warming Units, Infant",No,Retired concept,,,
-20342,"Plugs, Electric",No,Retired concept,,,
-20341,"Plugs, Occlusion",No,Retired concept,,,
-20340,Electrical Receptacles,No,Retired concept,,,
-20339,"Receptacles, Electric",No,Retired concept,,,
-20338,Electrical Sockets,No,Retired concept,,,
-20337,Cytology Spatulas,No,Retired concept,,,
-20336,Dental Spatulas,No,Retired concept,,,
-20335,Dental Mixing Spatulas,No,Retired concept,,,
-20334,Dental Cement Mixing Spatulas,No,Retired concept,,,
-20333,Eye Surface Spatulas,No,Retired concept,,,
-20332,"Spatulas, Autopsy",No,Retired concept,,,
-20331,Autopsy Spatulas,No,Retired concept,,,
-20330,Surgical Spatulas,No,Retired concept,,,
-20329,"Surgical Spatulas, Abdominal/Intestinal",No,Retired concept,,,
-20328,Abdominal/Intestinal Surgery Spatulas,No,Retired concept,,,
-20327,"Surgical Spatulas, Bone",No,Retired concept,,,
-20326,Bone Surgical Spatulas,No,Retired concept,,,
-20325,"Surgical Spatulas, Brain, Microsurgery",No,Retired concept,,,
-20324,"Spatulas, Microsurgery, Brain",No,Retired concept,,,
-20323,Brain Microsurgery Spatulas,No,Retired concept,,,
-20322,"Surgical Spatulas, Eye",No,Retired concept,,,
-20321,Eye Surgical Spatulas,No,Retired concept,,,
-20320,"Surgical Spatulas, Eye, Adhesion Dissection",No,Retired concept,,,
-20319,"Eye Surgical Spatulas, Adhesion Dissection",No,Retired concept,,,
-20318,"Surgical Spatulas, Eye, Glaucoma",No,Retired concept,,,
-20317,"Eye Surgery Spatulas, Glaucoma",No,Retired concept,,,
-20316,Intraocular Lens (IOL) Spatulas,No,Retired concept,,,
-20315,"Surgical Spatulas, Eye, Intraocular Lens Implant",No,Retired concept,,,
-20314,"Eye Surgical Spatulas, Intraocular Lens Implant",No,Retired concept,,,
-20313,"Spatulas, Microsurgery, Eye",No,Retired concept,,,
-20312,"Surgical Spatulas, Eye, Microsurgery",No,Retired concept,,,
-20311,Eye Microsurgery Spatulas,No,Retired concept,,,
-20310,"Spatulas, Microsurgery, Middle Ear",No,Retired concept,,,
-20309,"Surgical Spatulas, Middle Ear, Microsurgery",No,Retired concept,,,
-20308,Middle Ear Microsurgery Spatulas,No,Retired concept,,,
-20307,"Surgical Spatulas, Vaginal",No,Retired concept,,,
-20306,Cooling Clothing,No,Retired concept,,,
-20305,Bone Cement Surgical Spatulas,No,Retired concept,,,
-20304,"Molecular Arrays, Mutation/Polymorphism, Gene CYP2D6/CYP2C19",No,Retired concept,,,
-20303,"Exercisers, Upper/Lower Limb, Cycle",No,Retired concept,,,
-20302,"Dental Impression Materials, Silicone Rubber",No,Retired concept,,,
-20301,"Spatulas, Other",No,Retired concept,,,
-20300,"Spatulas, Microsurgery",No,Retired concept,,,
-20299,"Spatulas, Eye",No,Retired concept,,,
-20298,"Spatulas, Cement",No,Retired concept,,,
-20297,"Gowns, Other",No,Retired concept,,,
-20296,"Cooling Systems, Surgeon",No,Retired concept,,,
-20295,Surgeon Cooling Vests,No,Retired concept,,,
-20294,"Circulatory Assist Units, Peripheral Compression/Thermal",No,Retired concept,,,
-20293,"Spatulas, Vaginal",No,Retired concept,,,
-20292,"Spatulas, Middle Ear",No,Retired concept,,,
-20291,"Spatulas, Lung",No,Retired concept,,,
-20290,"Tissue Dissection Spatulas, Laparoscopic",No,Retired concept,,,
-20289,"Spatulas, Laparoscopic Dissecting",No,Retired concept,,,
-20288,"Spatulas, Cyclodialysis",No,Retired concept,,,
-20287,"Eye Surgery Spatulas, Cyclodialysis",No,Retired concept,,,
-20286,Cyclodialysis Spatulas,No,Retired concept,,,
-20285,Synechiolysis Spatulas,No,Retired concept,,,
-20284,Synechiae Spatulas,No,Retired concept,,,
-20283,"Spatulas, Synechiolysis",No,Retired concept,,,
-20282,"Spatulas, Synechiae",No,Retired concept,,,
-20281,Double Eye Spatulas,No,Retired concept,,,
-20280,"Spatulas, Bone",No,Retired concept,,,
-20279,"Spatulas, Dissection, Postmortem",No,Retired concept,,,
-20278,"Dissection Spatulas, Postmortem",No,Retired concept,,,
-20277,Dental Cement Spatulas,No,Retired concept,,,
-20271,"Spatulas, Biopsy",No,Retired concept,,,
-20270,Biopsy Spatulas,No,Retired concept,,,
-20269,Receptacles,No,Retired concept,,,
-20268,Plugs,No,Retired concept,,,
-20267,"Receptacles, Locking",No,Retired concept,,,
-20266,"Receptacles, Hospital Grade",No,Retired concept,,,
-20265,"Receptacles, Ground",No,Retired concept,,,
-20264,"Receptacles, Explosion-Proof",No,Retired concept,,,
-20263,"Plugs, Locking",No,Retired concept,,,
-20262,"Plugs, Ground",No,Retired concept,,,
-20261,Electrical Plugs,No,Retired concept,,,
-20260,"Gowns, Operating Room, Reusable",No,Retired concept,,,
-20259,"Gowns, Operating Room, Disposable",No,Retired concept,,,
-20258,"Gowns, Operating Room",No,Retired concept,,,
-20253,Cytology/Histology Slide Printers,No,Retired concept,,,
-20252,Cytology Samplers,No,Retired concept,,,
-20251,Binocular Loupes,No,Retired concept,,,
-20250,Otologic Cement Mixers,No,Retired concept,,,
-20249,Combined Audiometer Otoscopes,No,Retired concept,,,
-20248,Absorbable Periodontal Regeneration Membrane Implants,No,Retired concept,,,
-20247,"Pools, Birthing",No,Retired concept,,,
-20246,Labor Tubs,No,Retired concept,,,
-20245,"Test Strips, Dry Eye",No,Retired concept,,,
-20244,Otologic Cement,No,Retired concept,,,
-20243,Nonabsorbable Periodontal Regeneration Membrane Implants,No,Retired concept,,,
-20242,Schirmer Tear Test Strips,No,Retired concept,,,
-20241,PTFE Dental Membranes,No,Retired concept,,,
-20240,"Periodontal Barrier Matrix Implants, Nonabsorbable",No,Retired concept,,,
-20239,Nonabsorbable Matrix Barriers,No,Retired concept,,,
-20238,Periodontal Regeneration Membrane Implants,No,Retired concept,,,
-20237,"Periodontal Barrier Matrix Implants, Absorbable",No,Retired concept,,,
-20236,Bioresorbable Matrix Barriers,No,Retired concept,,,
-20235,"Dental Barrier Membrane, Reabsorbable",No,Retired concept,,,
-20234,Intraoral Synthetic Barriers,No,Retired concept,,,
-20233,"Intraoral Barrier Membranes, Reabsorbable",No,Retired concept,,,
-20232,Magnifying Sets,No,Retired concept,,,
-20227,"Trays, Instrument",No,Retired concept,,,
-20226,"Trays, Wheelchair",No,Retired concept,,,
-20225,"Trays, Walker",No,Retired concept,,,
-20224,"Trays, Food, Disposable",No,Retired concept,,,
-20223,"Trays, Food, Reusable",No,Retired concept,,,
-20222,Anti-Skid Floor Mats,No,Retired concept,,,
-20221,"Ventilation Hoods, Noninvasive",No,Retired concept,,,
-20220,"Hoods, Patient Ventilation",No,Retired concept,,,
-20219,Bunny Suits,No,Retired concept,,,
-20218,Anti-Skid Shoe Covers,No,Retired concept,,,
-20217,Antiskid Shoe Covers,No,Retired concept,,,
-20216,Monoclonal Antibodies,No,Retired concept,,,
-20215,Finger Joint Training Computer-Aided Exercisers,No,Retired concept,,,
-20211,Diaper Pins,No,Retired concept,,,
-20209,Reusable Cubicle Curtains,No,Retired concept,,,
-20208,Shower Curtains,No,Retired concept,,,
-20207,Reusable Antimicrobial Shower Curtains,No,Retired concept,,,
-20206,Disposable Shower Curtains,No,Retired concept,,,
-20205,Reusable Shower Curtains,No,Retired concept,,,
-20204,Disposable Food Trays,No,Retired concept,,,
-20203,"Trays, Food",No,Retired concept,,,
-20202,Cubicle Curtains,No,Retired concept,,,
-20201,Disposable Cubicle Curtains,No,Retired concept,,,
-20200,Reusable Food Trays,No,Retired concept,,,
-20199,Inflatable Bone Tamps,No,Retired concept,,,
-20198,Non-Slip Floor Mats,No,Retired concept,,,
-20197,Antiskid Floor Mats,No,Retired concept,,,
-20196,Anti-Slip Floor Mats,No,Retired concept,,,
-20195,Anti-Skid Strips,No,Retired concept,,,
-20194,"Endoscope Sleeves, Sterility",No,Retired concept,,,
-20193,Cone Beam Computed Tomography Scanning Systems,No,Retired concept,,,
-20192,Cone Beam CT Scanning Systems,No,Retired concept,,,
-20191,Dental Material Syringe Tips,No,Retired concept,,,
-20190,Wrist/Finger Joint Training Computer-Aided Exercisers,No,Retired concept,,,
-20189,Wrist/Hand Training Computer-Aided Exercisers,No,Retired concept,,,
-20188,Hand/Wrist Training Computer-Aided Exercisers,No,Retired concept,,,
-20187,Reusable Antimicrobial Cubicle Curtains,No,Retired concept,,,
-20186,"Antibodies, Other",No,Retired concept,,,
-20185,"Antibodies, Monoclonal, Immunodiagnostic",No,Retired concept,,,
-20184,"Antibodies, Monoclonal, General-Purpose",No,Retired concept,,,
-20183,"Antibodies, Monoclonal, Flow Cytometry",No,Retired concept,,,
-20182,"Antibodies, Monoclonal",No,Retired concept,,,
-20181,Antibodies,No,Retired concept,,,
-20180,Wrist Training Computer-Aided Exercisers,No,Retired concept,,,
-20179,Hand Training Computer-Aided Exercisers,No,Retired concept,,,
-20178,Antimicrobial Curtains,No,Retired concept,,,
-20177,Antibacterial Curtains,No,Retired concept,,,
-20176,"Garments, Surgical Scrub",No,Retired concept,,,
-20175,Surgical Scrub Garments,No,Retired concept,,,
-20174,"Pins, Diaper",No,Retired concept,,,
-20173,"Applicators, Dental Material, Syringe Tip",No,Retired concept,,,
-20172,"Syringe Tip Applicators, Dental Material",No,Retired concept,,,
-20171,Syringe Tips,No,Retired concept,,,
-20170,Neck Cone Beam CT Scanning Systems,No,Retired concept,,,
-20169,Head Cone Beam CT Scanning Systems,No,Retired concept,,,
-20168,Dental Cone Beam CT Scanning Systems,No,Retired concept,,,
-20167,Noninvasive Ventilation Helmets,No,Retired concept,,,
-20166,Frontalis Suspension Sets,No,Retired concept,,,
-20165,Frontalis Suspension Kits,No,Retired concept,,,
-20164,Shampoo Caps,No,Retired concept,,,
-20163,Hair Clipper Adapters,No,Retired concept,,,
-20162,Antiskid Panel/Strips,No,Retired concept,,,
-20161,Silicone Oil,No,Retired concept,,,
-20160,"Curtains, Shower, Antibacterial",No,Retired concept,,,
-20159,Privacy Curtains,No,Retired concept,,,
-20154,Antimicrobial Orthopedic Cement,No,Retired concept,,,
-20153,Disposable Scrub Suits,No,Retired concept,,,
-20152,"Cement, Orthopedic",No,Retired concept,,,
-20151,Reusable Scrub Suits,No,Retired concept,,,
-20150,Restorative Dental Materials,No,Retired concept,,,
-20149,Plaque Disclosing Dental Materials,No,Retired concept,,,
-20148,"Restorative Dental Materials, Amalgam",No,Retired concept,,,
-20147,"Impression Material/Tray Adhesive, Dental Materials",No,Retired concept,,,
-20146,"Restorative Dental Materials, Amalgam Capsule",No,Retired concept,,,
-20145,"Denture/Oral Tissue Adhesive, Dental Materials",No,Retired concept,,,
-20144,Porcelain Dental Casting Materials,No,Retired concept,,,
-20143,Dental Stone Casting Materials,No,Retired concept,,,
-20142,"Restorative Dental Materials, Amalgam Powder",No,Retired concept,,,
-20141,"Restorative Dental Materials, Composite Resin",No,Retired concept,,,
-20140,"Restorative Dental Materials, Self-Cured Composite",No,Retired concept,,,
-20139,"Restorative Dental Materials, Heat-Cured Composite Resin",No,Retired concept,,,
-20138,"Casting Alloys, Dental, Nonprecious",No,Retired concept,,,
-20137,"Casting Alloys, Dental, Precious",No,Retired concept,,,
-20136,"Casting Alloys, Dental",No,Retired concept,,,
-20135,"Restorative Dental Materials, Unfilled Resin",No,Retired concept,,,
-20134,"Restorative Dental Materials, Amalgam Tablet",No,Retired concept,,,
-20133,Sterilization Baskets,No,Retired concept,,,
-20132,Sterilizer Baskets,No,Retired concept,,,
-20131,"Baskets, Sterilizing Unit",No,Retired concept,,,
-20130,Restorative Dental Materials Light-Cured Composite Resin,No,Retired concept,,,
-20129,Dental Primer,No,Retired concept,,,
-20128,Manufacture/Repair  Dental Materials,No,Retired concept,,,
-20127,Endodontic Disinfection Dental Materials,No,Retired concept,,,
-20126,Calcium Hydroxide Endodontic Sealing Dental Materials,No,Retired concept,,,
-20125,"Coveralls, Disposable",No,Retired concept,,,
-20124,"Scrub Dresses, Reusable",No,Retired concept,,,
-20123,"Scrub Dresses, Disposable",No,Retired concept,,,
-20122,Scrub Garments,No,Retired concept,,,
-20121,"Restorative Materials, Dental, Other",No,Retired concept,,,
-20120,"Composite Restorative Material, Dental, Other",No,Retired concept,,,
-20119,"Resins, Adhesive, Orthodontic Bracket",No,Retired concept,,,
-20118,Orthodontic Cement,No,Retired concept,,,
-20117,Adhesive Resins,No,Retired concept,,,
-20116,Orthodontic Bracket Adhesive Resins,No,Retired concept,,,
-20115,Orthodontic Adhesives,No,Retired concept,,,
-20114,"Cement, Orthodontic",No,Retired concept,,,
-20113,"Adhesives, Orthodontic",No,Retired concept,,,
-20112,"Cement, Dental, Other",No,Retired concept,,,
-20111,Cement,No,Retired concept,,,
-20110,Dental Floss Picks,No,Retired concept,,,
-20109,Dental Picks,No,Retired concept,,,
-20108,Endodontic Sealing Material,No,Retired concept,,,
-20107,"Adhesives, Denture",No,Retired concept,,,
-20106,Dental Plaque Disclosing Solution,No,Retired concept,,,
-20105,Dental Plaque Disclosing Tablet,No,Retired concept,,,
-20104,Plaque Disclosing Aids,No,Retired concept,,,
-20103,"Dyes, Dental Caries Detection",No,Retired concept,,,
-20101,Dental Etching Gels,No,Retired concept,,,
-20100,Dental Etching Liquids,No,Retired concept,,,
-20099,Dental Articulation Paper,No,Retired concept,,,
-20098,Dental Splinting Materials,No,Retired concept,,,
-20097,"Denture Reliners, Soft",No,Retired concept,,,
-20096,"Denture Reliners, Hard",No,Retired concept,,,
-20095,Denture Reliners,No,Retired concept,,,
-20094,Denture Base Resins,No,Retired concept,,,
-20093,Cavity Varnish,No,Retired concept,,,
-20092,Cavity Liners,No,Retired concept,,,
-20091,Dental Cavity Primer,No,Retired concept,,,
-20090,"Mercury, Dental",No,Retired concept,,,
-20089,Dental Alloys,No,Retired concept,,,
-20088,"Alloys, Dental",No,Retired concept,,,
-20087,"Dental Foil, Gold",No,Retired concept,,,
-20086,Dental Filling Materials,No,Retired concept,,,
-20085,Dental Fillings,No,Retired concept,,,
-20084,"Restorative Materials, Dental, Unfilled",No,Retired concept,,,
-20083,"Composite Restorative Material, Dental, Light-Cured",No,Retired concept,,,
-20082,"Composite Restorative Materials, Dental, Self-Cured",No,Retired concept,,,
-20081,"Composite Restorative Materials, Dental, Heat-Cured",No,Retired concept,,,
-20080,"Composite Restorative Material, Dental",No,Retired concept,,,
-20079,"Dental Amalgam, Tablet",No,Retired concept,,,
-20078,"Dental Amalgam, Powder",No,Retired concept,,,
-20077,"Dental Amalgam, Capsule",No,Retired concept,,,
-20076,Dental Amalgam,No,Retired concept,,,
-20075,"Restorative Materials, Dental",No,Retired concept,,,
-20073,"Cement, Dental, Zinc Phosphate",No,Retired concept,,,
-20072,"Cement, Dental, Silicophosphate",No,Retired concept,,,
-20071,"Cement, Dental, Resin Composite",No,Retired concept,,,
-20070,"Cement, Dental, Reinforced Zinc Oxide Eugenol",No,Retired concept,,,
-20069,"Cement, Dental, Zinc Oxide Eugenol",No,Retired concept,,,
-20068,"Cement, Dental, Polycarboxylate",No,Retired concept,,,
-20067,"Cement, Dental, Glass Ionomer",No,Retired concept,,,
-20066,"Cement, Dental, Ethoxy Benzoic Acid",No,Retired concept,,,
-20065,"Cement, Dental",No,Retired concept,,,
-20064,Dental Stone,No,Retired concept,,,
-20063,Dental Porcelains,No,Retired concept,,,
-20062,Precious Dental Casting Alloys,No,Retired concept,,,
-20061,Nonprecious Dental Casting Alloys,No,Retired concept,,,
-20060,Dental Casting Alloys,No,Retired concept,,,
-20059,Dental Casting Materials,No,Retired concept,,,
-20055,Dry Heat Sterilizers,No,Retired concept,,,
-20054,Electrocardiography Telephone Transmitter/Receiver Systems,No,Retired concept,,,
-20053,Electroencephalography Telephone Transmitter/Receiver Systems,No,Retired concept,,,
-20052,"Lifts, Empty Wheelchair/Scooter, Motor Vehicle",No,Retired concept,,,
-20051,"Acoustic Reflectometry Analyzers, Adult, Oropharynx",No,Retired concept,,,
-20050,"Acoustic Reflectometry Analyzers, Adult, Nasal",No,Retired concept,,,
-20049,Patient Location/Communication Telephone Transmitter/Receiver Systems,No,Retired concept,,,
-20048,Examination Room Casework,No,Retired concept,,,
-20047,Postmortem Knives,No,Retired concept,,,
-20046,Artificial Intervertebral Discs,No,Retired concept,,,
-20045,Neurosurgery Vascular Knives,No,Retired concept,,,
-20044,Septum Nasal Knives,No,Retired concept,,,
-20043,Acetabular Knives,No,Retired concept,,,
-20042,Disposable Cup Dispensers,No,Retired concept,,,
-20041,Android Phones,No,Retired concept,,,
-20040,Galvanometers,No,Retired concept,,,
-20036,Dental Suction Units,No,Retired concept,,,
-20035,Dental Aspirators,No,Retired concept,,,
-20034,Infant Nasal Aspirators,No,Retired concept,,,
-20033,Gastric Suction Pumps,No,Retired concept,,,
-20032,Nasal Aspirators,No,Retired concept,,,
